id,species_id,version_id,language_id,flavor_text
38,1,24,11,"生まれてから　しばらくの　あいだは
背中の　タネから　栄養を　もらって
大きく　育つ。"
39,1,25,1,"ひなたで　ひるねを　する　すがたを　 かける。
たいようの　ひかりを　いっぱい　あびることで
せなかの　タネが　おおきく　そだつのだ。"
40,1,25,3,"양지에서 낮잠 자는 모습을 볼 수 있다.
태양의 빛을 많이 받으면
등의 씨앗이 크게 자란다."
41,1,25,5,"Bulbizarre passe son temps à faire la sieste sous le soleil.
Il y a une graine sur son dos. Il absorbe les rayons du soleil
pour faire doucement pousser la graine."
42,1,25,6,"Bisasam macht gern einmal ein Nickerchen im
Sonnenschein. Auf seinem Rücken trägt es einen
Samen. Indem es Sonnenstrahlen aufsaugt,
wird der Samen zunehmend größer."
43,1,25,7,"A Bulbasaur es fácil verle echándose una siesta al sol.
La semilla que tiene en el lomo va creciendo cada vez más
a medida que absorbe los rayos del sol."
44,1,25,8,"È possibile vedere Bulbasaur mentre schiaccia un pisolino
sotto il sole. Ha un seme piantato sulla schiena. Grazie ai
raggi solari il seme cresce ingrandendosi progressivamente."
45,1,25,9,"Bulbasaur can be seen napping in bright sunlight.
There is a seed on its back. By soaking up the sun’s rays,
the seed grows progressively larger."
46,1,25,11,"日なたで　昼寝を　する　姿を　見かける。
太陽の　光を　いっぱい　浴びることで
背中の　タネが　大きく　育つのだ。"
47,1,26,1,"ひなたで　ひるねを　する　すがたを　 かける。
たいようの　ひかりを　いっぱい　あびることで
せなかの　タネが　おおきく　そだつのだ。"
48,1,26,3,"양지에서 낮잠 자는 모습을 볼 수 있다.
태양의 빛을 많이 받으면
등의 씨앗이 크게 자란다."
49,1,26,5,"Bulbizarre passe son temps à faire la sieste sous le soleil.
Il y a une graine sur son dos. Il absorbe les rayons du soleil
pour faire doucement pousser la graine."
50,1,26,6,"Bisasam macht gern einmal ein Nickerchen im
Sonnenschein. Auf seinem Rücken trägt es einen
Samen. Indem es Sonnenstrahlen aufsaugt,
wird er zunehmend größer."
51,1,26,7,"A Bulbasaur es fácil verle echándose una siesta al sol.
La semilla que tiene en el lomo va creciendo cada vez más
a medida que absorbe los rayos del sol."
52,1,26,8,"È possibile vedere Bulbasaur mentre schiaccia un pisolino
sotto il sole. Ha un seme piantato sulla schiena. Grazie ai
raggi solari il seme cresce ingrandendosi progressivamente."
53,1,26,9,"Bulbasaur can be seen napping in bright sunlight.
There is a seed on its back. By soaking up the sun’s rays,
the seed grows progressively larger."
54,1,26,11,"日なたで　昼寝を　する　姿を　見かける。
太陽の　光を　いっぱい　浴びることで
背中の　タネが　大きく　育つのだ。"
55,2,1,9,"When the bulb on
its back grows
large, it appearsto lose the
ability to stand
on its hind legs."
56,2,2,9,"When the bulb on
its back grows
large, it appearsto lose the
ability to stand
on its hind legs."
57,2,3,9,"The bulb on its
back grows by
drawing energy.It gives off an
aroma when it is
ready to bloom."
58,2,4,9,"Exposure to sun­
light adds to its
strength. Sunlightalso makes the bud
on its back grow
larger."
59,2,5,9,"If the bud on its
back starts to
smell sweet, itis evidence that
the large flower
will soon bloom."
60,2,6,9,"The bulb on its
back grows as it
absorbs nutrients.The bulb gives off
a pleasant aroma
when it blooms."
61,2,7,9,"There is a bud on this POKéMON’s back.
To support its weight, IVYSAUR’s legs
and trunk grow thick and strong.If it starts spending more time lying
in the sunlight, it’s a sign that the
bud will bloom into a large flower soon."
62,2,8,9,"There is a bud on this POKéMON’s back.
To support its weight, IVYSAUR’s legs
and trunk grow thick and strong.If it starts spending more time lying
in the sunlight, it’s a sign that the
bud will bloom into a large flower soon."
63,2,9,9,"To support its bulb, IVYSAUR’s legs
grow sturdy. If it spends more time lying in
the sunlight, the bud will soon bloom into
a large flower."
64,2,10,9,"There is a plant bulb on its back.
When it absorbs nutrients, the bulb is said
to blossom into a large flower."
65,2,11,9,"When the bulb on its back grows large, it
appears to lose the ability to stand on
its hind legs."
66,2,12,9,"When the bud on its back starts
swelling, a sweet aroma wafts to
indicate the flower’s coming bloom."
67,2,13,9,"When the bud on its back starts
swelling, a sweet aroma wafts to
indicate the flower’s coming bloom."
68,2,14,9,"When the bud on its back starts
swelling, a sweet aroma wafts to
indicate the flower’s coming bloom."
69,2,15,9,"Exposure to sunlight adds to its
strength. Sunlight also makes the
bud on its back grow larger."
70,2,16,9,"If the bud on its back starts to
smell sweet, it is evidence that
the large flower will soon bloom."
71,2,17,5,"Lorsque le bourgeon sur son dos
éclot, il répand un doux parfum
pour célébrer sa floraison."
72,2,17,9,"When the bud on its back starts
swelling, a sweet aroma wafts to
indicate the flower’s coming bloom."
73,2,18,5,"Lorsque le bourgeon sur son dos
éclot, il répand un doux parfum
pour célébrer sa floraison."
74,2,18,9,"When the bud on its back starts
swelling, a sweet aroma wafts to
indicate the flower’s coming bloom."
75,2,21,9,"When the bud on its back starts
swelling, a sweet aroma wafts to
indicate the flower’s coming bloom."
76,2,22,9,"When the bud on its back starts
swelling, a sweet aroma wafts to
indicate the flower’s coming bloom."
77,2,23,1,"つぼみが　せなかに　ついていて
ようぶんを　きゅうしゅうしていくと
おおきな　はなが　さくという。"
78,2,23,3,"꽃봉오리가 등에 붙어 있으며
양분을 흡수해가면
커다란 꽃이 핀다고 한다."
79,2,23,5,"Il y a un bulbe sur son dos. On dit que s’il absorbe
assez de nutriments, ce bulbe se transforme en
une jolie fleur."
80,2,23,6,"Es trägt eine Knospe auf seinem Rücken. Nimmt es
Nahrung zu sich, soll aus der Knospe eine große
blühende Blume werden."
81,2,23,7,"Este Pokémon tiene un bulbo en el lomo. Dicen que,
al absorber nutrientes, el bulbo se transforma en una
flor grande."
82,2,23,8,"Dopo aver assorbito sufficienti sostanze nutrienti,
il bulbo sulla schiena sboccia in un magnifico fiore."
83,2,23,9,"There is a plant bulb on its back.
When it absorbs nutrients, the bulb is said to
blossom into a large flower."
84,2,23,11,"つぼみが　背中に　ついていて
養分を　吸収していくと
大きな　花が　咲くという。"
85,2,24,1,"せなかの　つぼみが　ふくらみだすと
あまい　においが　ただよいはじめる。
たいりんの　はなが　さく　まえぶれ。"
86,2,24,3,"등의 봉오리가 부풀어 오르면
달콤한 냄새가 감돌기 시작한다.
큰 꽃이 필 조짐이다."
87,2,24,5,"Lorsque le bourgeon sur son dos éclot, il répand
un doux parfum pour célébrer sa floraison."
88,2,24,6,"Sobald die Knospe auf seinem Rücken ein süßes
Aroma abgibt, steht die Blüte kurz bevor."
89,2,24,7,"Cuando el bulbo de su lomo se hincha, desprende un
dulce aroma para indicar el florecimiento."
90,2,24,8,"Quando il bocciolo che ha sul dorso si gonfia, emana
un dolce profumo. È indice dell’imminente fioritura."
91,2,24,9,"When the bud on its back starts swelling, a sweet
aroma wafts to indicate the flower’s coming bloom."
92,2,24,11,"背中の　つぼみが　ふくらみ出すと
甘い　においが　漂いはじめる。
大輪の　花が　咲く　前触れ。"
93,2,25,1,"つぼ を　ささえるため　あしこしが　つよくなる。
ひなたで　じっとする　じかんが　ながくなれば
いよいよ　たいりんの　はなが　さくころだ。"
94,2,25,3,"꽃봉오리를 지탱하기 위해 하반신이 강해진다.
양지에서 가만히 있는 시간이 길어지면
드디어 커다란 꽃이 필 때다."
95,2,25,5,"Un bourgeon a poussé sur le dos de ce Pokémon. Pour en
supporter le poids, Herbizarre a dû se muscler les pattes.
Lorsqu’il commence à se prélasser au soleil, ça signifie que
son bourgeon va éclore, donnant naissance à une fleur."
96,2,25,6,"Bisaknosp hat eine Knospe auf seinem Rücken.
Beine und Rumpf sind kräftig genug, um sein Gewicht
zu tragen. Wenn es lange in der Sonne liegt, ist das
ein Anzeichen dafür, dass die Knospe bald blüht."
97,2,25,7,"Este Pokémon lleva un bulbo en el lomo y, para poder con
su peso, tiene unas patas y un tronco gruesos y fuertes.
Si empieza a pasar más tiempo al sol, será porque el bulbo
está a punto de hacerse una flor grande."
98,2,25,8,"C’è un germoglio piantato nella schiena di Ivysaur.
Per sopportarne il peso, le zampe e il corpo crescono robusti.
Quando inizia a passare più tempo esposto al sole, significa
che il germoglio sboccerà presto in un grande fiore."
99,2,25,9,"There is a bud on this Pokémon’s back. To support its weight,
Ivysaur’s legs and trunk grow thick and strong.
If it starts spending more time lying in the sunlight,
it’s a sign that the bud will bloom into a large flower soon."
100,2,25,11,"つぼ を　支えるため　足腰が　強くなる。
日なたで　じっとする　時間が　長くなれば
いよいよ　大輪の　花が　咲くころだ。"
101,2,26,1,"つぼ を　ささえるため　あしこしが　つよくなる。
ひなたで　じっとする　じかんが　ながくなれば
いよいよ　たいりんの　はなが　さくころだ。"
102,2,26,3,"꽃봉오리를 지탱하기 위해 하반신이 강해진다.
양지에서 가만히 있는 시간이 길어지면
드디어 커다란 꽃이 필 때다."
103,2,26,5,"Un bourgeon a poussé sur le dos de ce Pokémon. Pour en
supporter le poids, Herbizarre a dû se muscler les pattes.
Lorsqu’il commence à se prélasser au soleil, ça signifie que
son bourgeon va éclore, donnant naissance à une fleur."
104,2,26,6,"Bisaknosp hat eine Knospe auf seinem Rücken. Seine Beine
und sein Stamm sind kräftig genug, um sein Gewicht zu tragen.
Wenn es lange in der Sonne liegt, ist das ein Anzeichen dafür,
dass die Knospe bald blüht."
105,2,26,7,"Este Pokémon lleva un bulbo en el lomo y, para poder con
su peso, tiene unas patas y un tronco gruesos y fuertes.
Si empieza a pasar más tiempo al sol, será porque el bulbo
está a punto de hacerse una flor grande."
106,2,26,8,"C’è un germoglio piantato nella schiena di Ivysaur.
Per sopportarne il peso, le zampe e il corpo crescono robusti.
Quando inizia a passare più tempo esposto al sole, significa
che il germoglio sboccerà presto in un grande fiore."
107,2,26,9,"There is a bud on this Pokémon’s back. To support its weight,
Ivysaur’s legs and trunk grow thick and strong.
If it starts spending more time lying in the sunlight,
it’s a sign that the bud will bloom into a large flower soon."
108,2,26,11,"つぼ を　支えるため　足腰が　強くなる。
日なたで　じっとする　時間が　長くなれば
いよいよ　大輪の　花が　咲くころだ。"
109,3,1,9,"The plant blooms
when it is
absorbing solarenergy. It stays
on the move to
seek sunlight."
110,3,2,9,"The plant blooms
when it is
absorbing solarenergy. It stays
on the move to
seek sunlight."
111,3,3,9,"The flower on its
back catches the
sun's rays.The sunlight is
then absorbed and
used for energy."
112,3,4,9,"By spreading the
broad petals of
its flower andcatching the sun's
rays, it fills its
body with power."
113,3,5,9,"It is able to con­
vert sunlight into
energy. As aresult, it is more
powerful in the
summertime."
114,3,6,9,"As it warms it­
self and absorbs
the sunlight, itsflower petals
release a pleasant
fragrance."
115,3,7,9,"There is a large flower on VENUSAUR’s
back. The flower is said to take on vivid
colors if it gets plenty of nutritionand sunlight. The flower’s aroma
soothes the emotions of people."
116,3,8,9,"There is a large flower on VENUSAUR’s
back. The flower is said to take on vivid
colors if it gets plenty of nutritionand sunlight. The flower’s aroma
soothes the emotions of people."
117,3,9,9,"VENUSAUR’s flower is said to take on vivid
colors if it gets plenty of nutrition and
sunlight. The flower’s aroma soothes the
emotions of people."
118,3,10,9,"A bewitching aroma wafts from its flower.
The fragrance becalms those engaged in
a battle."
119,3,11,9,"Its plant blooms when it is absorbing
solar energy. It stays on the move to
seek sunlight."
120,3,12,9,"After a rainy day, the flower on
its back smells stronger. The
scent attracts other Pokémon."
121,3,13,9,"After a rainy day, the flower on
its back smells stronger. The
scent attracts other Pokémon."
122,3,14,9,"After a rainy day, the flower on
its back smells stronger. The
scent attracts other Pokémon."
123,3,15,9,"By spreading the broad petals of
its flower and catching the sun’s
rays, it fills its body with power."
124,3,16,9,"It is able to convert sunlight into
energy. As a result, it is more
powerful in the summertime."
125,3,17,5,"Le parfum de sa fleur se fait plus
pénétrant les lendemains de pluie.
Cela appâte les autres Pokémon."
126,3,17,9,"After a rainy day, the flower on
its back smells stronger. The
scent attracts other Pokémon."
127,3,18,5,"Le parfum de sa fleur se fait plus
pénétrant les lendemains de pluie.
Cela appâte les autres Pokémon."
128,3,18,9,"After a rainy day, the flower on
its back smells stronger. The
scent attracts other Pokémon."
129,3,21,9,"After a rainy day, the flower on
its back smells stronger. The
scent attracts other Pokémon."
130,3,22,9,"After a rainy day, the flower on
its back smells stronger. The
scent attracts other Pokémon."
131,3,23,1,"おおきな　はなびらを　ひろげ
たいようの　ひかりを　あびていると
からだに　げんきが　みなぎっていく。"
132,3,23,3,"큰 꽃잎을 펼쳐
햇빛을 받고 있으면
몸에 힘이 넘쳐흐른다."
133,3,23,5,"Ses pétales lui servent à capter la lumière du soleil.
Il peut ainsi en canaliser l’énergie."
134,3,23,6,"Es spreizt die breiten Blätter seiner Blüte,
um seinen Körper mit Sonnenenergie
zu durchfluten."
135,3,23,7,"Llena su cuerpo de energía con los rayos solares que
captan los anchos pétalos de su flor."
136,3,23,8,"Si riempie di energia grazie ai grandi petali del fiore,
che spalanca catturando i raggi solari."
137,3,23,9,"By spreading the broad petals of its flower
and catching the sun’s rays, it fills its body
with power."
138,3,23,11,"大きな　花びらを　広げ
太陽の　光を　浴びていると
体に　元気が　みなぎっていく。"
139,3,24,1,"あめの　ふった　よくじつは　せなかの
はなの　かおりが　つよまる。かおりに
さそわれ　ポケモンが　あつまる。"
140,3,24,3,"비가 내린 다음 날은 등의
꽃향기가 강해진다. 향기에
이끌려 포켓몬이 모여든다."
141,3,24,5,"Le parfum de sa fleur se fait plus pénétrant les
lendemains de pluie. Cela appâte les autres Pokémon."
142,3,24,6,"Nach einem Regentag riecht die Blume auf seinem
Rücken intensiver. Das Aroma zieht andere
Pokémon an."
143,3,24,7,"Después de un día de lluvia, la flor de su lomo tiene
un aroma más potente y atrae a otros Pokémon."
144,3,24,8,"Dopo la pioggia, il fiore sul suo dorso emana un
profumo più intenso e attira gli altri Pokémon."
145,3,24,9,"After a rainy day, the flower on its back smells
stronger. The scent attracts other Pokémon."
146,3,24,11,"雨の　降った　翌日は
背中の　花の　香りが　強まる。
香りに　誘われ　ポケモンが　集まる。"
147,3,25,1,"じゅうぶんな　えいようと　たいようの　ひかりが
はなの　いろを　あざやかに　すると　いわれる。
はなの　かおりは　ひとの　こころを　いやす。"
148,3,25,3,"충분한 영양분과 태양의 빛이
꽃의 색을 선명하게 만든다고 한다.
꽃의 향기는 사람의 마음을 치유한다."
149,3,25,5,"Une belle fleur se trouve sur le dos de Florizarre.
Elle prend une couleur vive lorsqu’elle est bien nourrie et bien
ensoleillée. Le parfum de cette fleur peut apaiser les gens."
150,3,25,6,"Bisaflor hat eine Blume auf seinem Rücken. Wenn sie
viel Nahrung und Sonne aufnimmt, verfärbt sie sich bunt.
Der Duft der Blume mildert die Emotionen der Menschen."
151,3,25,7,"Venusaur tiene una flor enorme en el lomo que, según
parece, adquiere unos colores muy vivos si está bien
nutrido y le da mucho el sol. El aroma delicado de la flor
tiene un efecto relajante en el ánimo de las personas."
152,3,25,8,"C’è un grande fiore sulla schiena di Venusaur. Si dice che
i colori diventino più vividi con il giusto nutrimento e i
raggi solari. Il suo profumo calma le reazioni emotive
delle persone."
153,3,25,9,"There is a large flower on Venusaur’s back. The flower is said
to take on vivid colors if it gets plenty of nutrition and sunlight.
The flower’s aroma soothes the emotions of people."
154,3,25,11,"十分な　栄養と　太陽の　光が
花の　色を　鮮やかに　すると　いわれる。
花の　香りは　人の　心を　癒す。"
155,3,26,1,"じゅうぶんな　えいようと　たいようの　ひかりが
はなの　いろを　あざやかに　すると　いわれる。
はなの　かおりは　ひとの　こころを　いやす。"
156,3,26,3,"충분한 영양분과 태양의 빛이
꽃의 색을 선명하게 만든다고 한다.
꽃의 향기는 사람의 마음을 치유한다."
157,3,26,5,"Une belle fleur se trouve sur le dos de Florizarre.
Elle prend une couleur vive lorsqu’elle est bien nourrie et bien
ensoleillée. Le parfum de cette fleur peut apaiser les gens."
158,3,26,6,"Bisaflor hat eine Blume auf seinem Rücken. Wenn sie viel
Nahrung und Sonne aufnimmt, verfärbt sie sich bunt.
Der Duft der Blume besänftigt die Gemüter der Menschen."
159,3,26,7,"Venusaur tiene una flor enorme en el lomo que, según
parece, adquiere unos colores muy vivos si está bien
nutrido y le da mucho el sol. El aroma delicado de la flor
tiene un efecto relajante en el ánimo de las personas."
160,3,26,8,"C’è un grande fiore sulla schiena di Venusaur. Si dice che
i colori diventino più vividi con il giusto nutrimento e i
raggi solari. Il suo profumo calma le reazioni emotive
delle persone."
161,3,26,9,"There is a large flower on Venusaur’s back. The flower is said
to take on vivid colors if it gets plenty of nutrition and sunlight.
The flower’s aroma soothes the emotions of people."
162,3,26,11,"十分な　栄養と　太陽の　光が
花の　色を　鮮やかに　すると　いわれる。
花の　香りは　人の　心を　癒す。"
163,4,1,9,"Obviously prefers
hot places. When
it rains, steamis said to spout
from the tip of
its tail."
164,4,2,9,"Obviously prefers
hot places. When
it rains, steamis said to spout
from the tip of
its tail."
165,4,3,9,"The flame at the
tip of its tail
makes a sound asit burns. You can
only hear it in
quiet places."
166,4,4,9,"The flame on its
tail shows the
strength of itslife force. If it
is weak, the flame
also burns weakly."
167,4,5,9,"The flame on its
tail indicates
CHARMANDER's lifeforce. If it is
healthy, the flame
burns brightly."
168,4,6,9,"If it's healthy,
the flame on the
tip of its tailwill burn vigor­
ously, even if it
gets a bit wet."
169,4,7,9,"The flame that burns at the tip of its
tail is an indication of its emotions.
The flame wavers when CHARMANDER isenjoying itself. If the POKéMON becomes
enraged, the flame burns fiercely."
170,4,8,9,"The flame that burns at the tip of its
tail is an indication of its emotions.
The flame wavers when CHARMANDER isenjoying itself. If the POKéMON becomes
enraged, the flame burns fiercely."
171,4,9,9,"The flame that burns at the tip of its
tail is an indication of its emotions.
The flame wavers when CHARMANDER is
happy, and blazes when it is enraged."
172,4,10,9,"From the time it is born, a flame burns
at the tip of its tail. Its life would end
if the flame were to go out."
173,4,11,9,"It has a preference for hot things.
When it rains, steam is said to spout from
the tip of its tail."
174,4,12,9,"The fire on the tip of its tail is a
measure of its life. If healthy,
its tail burns intensely."
175,4,13,9,"The fire on the tip of its tail is a
measure of its life. If healthy,
its tail burns intensely."
176,4,14,9,"The fire on the tip of its tail is a
measure of its life. If healthy,
its tail burns intensely."
177,4,15,9,"The flame on its tail shows the
strength of its life force. If it is weak,
the flame also burns weakly."
178,4,16,9,"The flame on its tail indicates
CHARMANDER’s life force. If it is
healthy, the flame burns brightly."
179,4,17,5,"La flamme de sa queue symbolise sa
vitalité. Elle est intense quand il
est en bonne santé."
180,4,17,9,"The fire on the tip of its tail is a
measure of its life. If healthy,
its tail burns intensely."
181,4,18,5,"La flamme de sa queue symbolise sa
vitalité. Elle est intense quand il
est en bonne santé."
182,4,18,9,"The fire on the tip of its tail is a
measure of its life. If healthy,
its tail burns intensely."
183,4,21,9,"The fire on the tip of its tail is a
measure of its life. If healthy,
its tail burns intensely."
184,4,22,9,"The fire on the tip of its tail is a
measure of its life. If healthy,
its tail burns intensely."
185,4,23,1,"しっぽの　ほのおは　ヒトカゲの
せいめいりょくの　あかし。
げんきだと　さかんに　もえさかる。"
186,4,23,3,"꼬리의 불꽃은 파이리의
생명력의 상징이다.
건강할 때 왕성하게 불타오른다."
187,4,23,5,"La flamme sur sa queue représente l’énergie vitale
de Salamèche. Quand il est vigoureux, elle brûle plus
fort."
188,4,23,6,"Die Flamme auf seiner Schweifspitze zeigt die
Lebensenergie an. Ist es gesund, leuchtet sie hell."
189,4,23,7,"La llama de su cola indica la fuerza vital de
Charmander. Será brillante si está sano."
190,4,23,8,"La fiamma che Charmander ha sulla coda indica la
sua forza vitale. Se è in forma, la fiamma è vivace."
191,4,23,9,"The flame on its tail indicates Charmander’s life
force. If it is healthy, the flame burns brightly."
192,4,23,11,"尻尾の　炎は
ヒトカゲの　生命力の　証。
元気だと　さかんに　燃えさかる。"
193,4,24,1,"うまれたときから　しっぽに　ほのおが
ともっている。ほのおが　きえたとき
その　いのちは　おわって　しまう。"
194,4,24,3,"태어날 때부터 꼬리의 불꽃이
타오르고 있다. 불꽃이 꺼지면
그 생명이 다하고 만다."
195,4,24,5,"Depuis sa naissance, une petite flamme brûle au bout
de sa queue. Si cette flamme s’éteint, la vie de ce
Pokémon s’éteindra elle aussi."
196,4,24,6,"Von Geburt an brennt die Flamme auf seiner
Schwanzspitze. Sobald sie erlischt, erlischt auch
sein Lebenslicht."
197,4,24,7,"Este Pokémon nace con una llama en la punta de la
cola. Si la llama se apagara, el Pokémon se debilitaría."
198,4,24,8,"Dalla nascita una fiamma gli arde sulla punta della
coda. Se si spegnesse, per lui sarebbe la fine."
199,4,24,9,"From the time it is born, a flame burns at the tip of
its tail. Its life would end if the flame were to
go out."
200,4,24,11,"生まれたときから　尻尾に　炎が
点っている。炎が　消えたとき
その　命は　終わってしまう。"
201,4,25,1,"しっぽの　ほのおは　きぶんを　ひょうげん。
たのしい　ときには　ゆらゆら　ほのおが　ゆれて
おこった　ときには　めらめら　さかんに　もえる。"
202,4,25,3,"꼬리의 불꽃은 기분을 표현한다.
즐거울 때는 흔들흔들 불꽃이 흔들리고
화가 났을 때는 활활 맹렬히 불타오른다."
203,4,25,5,"La flamme qui brûle au bout de sa queue indique l’humeur
de ce Pokémon. Elle vacille lorsque Salamèche est content.
En revanche, lorsqu’il s’énerve, la flamme prend
de l’importance et brûle plus ardemment."
204,4,25,6,"Die Flamme auf seiner Schweifspitze zeigt seine
Gefühlslage an. Sie flackert, wenn Glumanda
zufrieden ist. Wenn dieses Pokémon wütend wird,
lodert die Flamme gewaltig."
205,4,25,7,"La llama que tiene en la punta de la cola arde según sus
sentimientos. Llamea levemente cuando está alegre y arde
vigorosamente cuando está enfadado."
206,4,25,8,"La fiamma sulla punta della coda indica il suo stato emotivo.
Se la fiamma ondeggia significa che Charmander si sta
divertendo. Quando il Pokémon si infuria, la fiamma arde
violentemente."
207,4,25,9,"The flame that burns at the tip of its tail is an indication
of its emotions. The flame wavers when Charmander
is enjoying itself. If the Pokémon becomes enraged,
the flame burns fiercely."
208,4,25,11,"尻尾の　炎は　気分を　表現。
楽しい　ときには　ゆらゆら　炎が　ゆれて
怒った　ときには　めらめら　盛んに　燃える。"
209,4,26,1,"しっぽの　ほのおは　きぶんを　ひょうげん。
たのしい　ときには　ゆらゆら　ほのおが　ゆれて
おこった　ときには　めらめら　さかんに　もえる。"
210,4,26,3,"꼬리의 불꽃은 기분을 표현한다.
즐거울 때는 흔들흔들 불꽃이 흔들리고
화가 났을 때는 활활 맹렬히 불타오른다."
211,4,26,5,"La flamme qui brûle au bout de sa queue indique l’humeur
de ce Pokémon. Elle vacille lorsque Salamèche est content.
En revanche, lorsqu’il s’énerve, la flamme prend
de l’importance et brûle plus ardemment."
212,4,26,6,"Die Flamme auf seiner Schweifspitze zeigt seine
Gefühlslage an. Sie flackert, wenn Glumanda
zufrieden ist. Wenn dieses Pokémon wütend wird,
lodert die Flamme sehr stark."
213,4,26,7,"La llama que tiene en la punta de la cola arde según sus
sentimientos. Llamea levemente cuando está alegre y arde
vigorosamente cuando está enfadado."
214,4,26,8,"La fiamma sulla punta della coda indica il suo stato emotivo.
Se la fiamma ondeggia significa che Charmander si sta
divertendo. Quando il Pokémon si infuria, la fiamma arde
violentemente."
215,4,26,9,"The flame that burns at the tip of its tail is an indication
of its emotions. The flame wavers when Charmander
is enjoying itself. If the Pokémon becomes enraged,
the flame burns fiercely."
216,4,26,11,"尻尾の　炎は　気分を　表現。
楽しい　ときには　ゆらゆら　炎が　ゆれて
怒った　ときには　めらめら　盛んに　燃える。"
217,5,1,9,"When it swings
its burning tail,
it elevates thetemperature to
unbearably high
levels."
218,5,2,9,"When it swings
its burning tail,
it elevates thetemperature to
unbearably high
levels."
219,5,3,9,"Tough fights could
excite this
POKéMON. Whenexcited, it may
blow out bluish-
white flames."
220,5,4,9,"It is very hot­
headed by nature,
so it constantlyseeks opponents.
It calms down only
when it wins."
221,5,5,9,"It has a barbaric
nature. In battle,
it whips itsfiery tail around
and slashes away
with sharp claws."
222,5,6,9,"If it becomes
agitated during
battle, it spoutsintense flames,
incinerating its
surroundings."
223,5,7,9,"CHARMELEON mercilessly destroys its
foes using its sharp claws.
If it encounters a strong foe, it turnsaggressive. In this excited state, the
flame at the tip of its tail flares with a
bluish white color."
