id,pokemon_id,version_group_id,move_id,pokemon_move_method_id,level,order
146,1,5,156,4,0,
147,1,5,174,2,0,
148,1,5,182,4,0,
149,1,5,188,4,0,
150,1,5,202,4,0,
151,1,5,204,2,0,
152,1,5,213,4,0,
153,1,5,216,4,0,
154,1,5,218,4,0,
155,1,5,219,2,0,
156,1,5,230,1,25,
157,1,5,235,1,39,
158,1,5,237,4,0,
159,1,5,241,4,0,
160,1,5,249,4,0,
161,1,5,263,4,0,
162,1,5,290,4,0,
163,1,5,320,2,0,
164,1,5,331,4,0,
165,1,5,345,2,0,
166,1,6,14,3,0,
167,1,6,15,4,0,
168,1,6,22,1,10,
169,1,6,33,1,1,
170,1,6,34,3,0,
171,1,6,38,3,0,
172,1,6,45,1,4,
173,1,6,70,4,0,
174,1,6,73,1,7,
175,1,6,74,1,32,
176,1,6,75,1,20,
177,1,6,76,1,46,
178,1,6,76,4,0,
179,1,6,77,1,15,1
180,1,6,79,1,15,2
181,1,6,80,2,0,
182,1,6,92,4,0,
183,1,6,102,3,0,
184,1,6,104,4,0,
185,1,6,111,3,0,
186,1,6,113,2,0,
187,1,6,130,2,0,
188,1,6,148,4,0,
189,1,6,156,4,0,
190,1,6,164,3,0,
191,1,6,173,3,0,
192,1,6,174,2,0,
193,1,6,182,4,0,
194,1,6,188,4,0,
195,1,6,189,3,0,
196,1,6,202,4,0,
197,1,6,203,3,0,
198,1,6,204,2,0,
199,1,6,207,3,0,
200,1,6,210,3,0,
201,1,6,213,4,0,
202,1,6,214,3,0,
203,1,6,216,4,0,
204,1,6,218,4,0,
205,1,6,219,2,0,
206,1,6,230,1,25,
207,1,6,235,1,39,
208,1,6,237,4,0,
209,1,6,241,4,0,
210,1,6,249,4,0,
211,1,6,263,4,0,
212,1,6,290,4,0,
213,1,6,320,2,0,
214,1,6,331,4,0,
215,1,6,345,2,0,
216,1,7,14,3,0,
217,1,7,15,4,0,
218,1,7,22,1,10,
219,1,7,33,1,1,
220,1,7,34,3,0,
221,1,7,38,3,0,
222,1,7,45,1,4,
223,1,7,70,4,0,
224,1,7,73,1,7,
225,1,7,74,1,32,
226,1,7,75,1,20,
227,1,7,76,1,46,
228,1,7,76,4,0,
229,1,7,77,1,15,1
230,1,7,79,1,15,2
231,1,7,80,2,0,
232,1,7,92,4,0,
233,1,7,102,3,0,
234,1,7,104,4,0,
235,1,7,113,2,0,
236,1,7,130,2,0,
237,1,7,148,4,0,
238,1,7,156,4,0,
239,1,7,164,3,0,
240,1,7,174,2,0,
241,1,7,182,4,0,
242,1,7,188,4,0,
243,1,7,202,4,0,
244,1,7,204,2,0,
245,1,7,213,4,0,
246,1,7,216,4,0,
247,1,7,218,4,0,
248,1,7,219,2,0,
249,1,7,230,1,25,
250,1,7,235,1,39,
251,1,7,237,4,0,
252,1,7,241,4,0,
253,1,7,249,4,0,
254,1,7,263,4,0,
255,1,7,290,4,0,
256,1,7,320,2,0,
257,1,7,331,4,0,
258,1,7,345,2,0,
259,1,8,14,4,0,
260,1,8,15,4,0,
261,1,8,22,1,9,
262,1,8,33,1,1,
263,1,8,36,1,15,
264,1,8,38,1,27,
265,1,8,45,1,3,
266,1,8,70,4,0,
267,1,8,73,1,7,
268,1,8,74,1,25,
269,1,8,75,1,19,
270,1,8,76,4,0,
271,1,8,77,1,13,1
272,1,8,79,1,13,2
273,1,8,80,2,0,
274,1,8,92,4,0,
275,1,8,104,4,0,
276,1,8,113,2,0,
277,1,8,130,2,0,
278,1,8,133,2,0,
279,1,8,148,4,0,
280,1,8,156,4,0,
281,1,8,164,4,0,
282,1,8,174,2,0,
283,1,8,182,4,0,
284,1,8,188,4,0,
285,1,8,202,4,0,
286,1,8,203,4,0,
287,1,8,204,2,0,
288,1,8,207,4,0,
289,1,8,213,4,0,
290,1,8,214,4,0,
291,1,8,216,4,0,
292,1,8,218,4,0,
293,1,8,219,2,0,
294,1,8,230,1,21,
295,1,8,235,1,33,
296,1,8,237,4,0,
297,1,8,241,4,0,
298,1,8,249,4,0,
299,1,8,263,4,0,
300,1,8,267,2,0,
301,1,8,275,2,0,
302,1,8,290,4,0,
303,1,8,320,2,0,
304,1,8,331,4,0,
305,1,8,345,2,0,
306,1,8,363,4,0,
307,1,8,388,1,31,
308,1,8,402,1,37,
309,1,8,412,4,0,
310,1,8,437,2,0,
311,1,8,445,4,0,
312,1,8,447,4,0,
313,1,9,14,4,0,
314,1,9,15,4,0,
315,1,9,22,1,9,
316,1,9,33,1,1,
317,1,9,36,1,15,
318,1,9,38,1,27,
319,1,9,45,1,3,
320,1,9,70,4,0,
321,1,9,73,1,7,
322,1,9,74,1,25,
323,1,9,75,1,19,
324,1,9,76,4,0,
325,1,9,77,1,13,1
326,1,9,79,1,13,2
327,1,9,80,2,0,
328,1,9,92,4,0,
329,1,9,104,4,0,
330,1,9,113,2,0,
331,1,9,130,2,0,
332,1,9,133,2,0,
333,1,9,148,4,0,
334,1,9,156,4,0,
335,1,9,164,4,0,
336,1,9,173,3,0,
337,1,9,174,2,0,
338,1,9,182,4,0,
339,1,9,188,4,0,
340,1,9,189,3,0,
341,1,9,202,4,0,
342,1,9,203,4,0,
343,1,9,204,2,0,
344,1,9,207,4,0,
345,1,9,210,3,0,
346,1,9,213,4,0,
347,1,9,214,4,0,
348,1,9,216,4,0,
349,1,9,218,4,0,
350,1,9,219,2,0,
351,1,9,230,1,21,
352,1,9,235,1,33,
353,1,9,235,3,0,
354,1,9,237,4,0,
355,1,9,241,4,0,
356,1,9,249,4,0,
357,1,9,263,4,0,
358,1,9,267,2,0,
359,1,9,275,2,0,
360,1,9,282,3,0,
361,1,9,290,4,0,
362,1,9,320,2,0,
363,1,9,331,4,0,
364,1,9,345,2,0,
365,1,9,363,4,0,
366,1,9,388,1,31,
367,1,9,402,1,37,
368,1,9,402,3,0,
369,1,9,412,4,0,
370,1,9,437,2,0,
371,1,9,445,4,0,
372,1,9,447,4,0,
373,1,10,14,4,0,
374,1,10,15,4,0,
375,1,10,22,1,9,
376,1,10,29,3,0,
377,1,10,33,1,1,
378,1,10,36,1,15,
379,1,10,38,1,27,
380,1,10,45,1,3,
381,1,10,70,4,0,
382,1,10,73,1,7,
383,1,10,74,1,25,
384,1,10,75,1,19,
385,1,10,76,4,0,
386,1,10,77,1,13,1
387,1,10,79,1,13,2
388,1,10,80,2,0,
389,1,10,81,3,0,
390,1,10,92,4,0,
391,1,10,104,4,0,
392,1,10,113,2,0,
393,1,10,124,2,0,
394,1,10,130,2,0,
395,1,10,133,2,0,
396,1,10,148,4,0,
397,1,10,156,4,0,
398,1,10,164,4,0,
399,1,10,173,3,0,
400,1,10,174,2,0,
401,1,10,182,4,0,
402,1,10,188,4,0,
403,1,10,189,3,0,
404,1,10,202,4,0,
405,1,10,203,4,0,
406,1,10,204,2,0,
407,1,10,207,4,0,
408,1,10,210,3,0,
409,1,10,213,4,0,
410,1,10,214,4,0,
411,1,10,216,4,0,
412,1,10,218,4,0,
413,1,10,219,2,0,
414,1,10,230,1,21,
415,1,10,235,1,33,
416,1,10,235,3,0,
417,1,10,237,4,0,
418,1,10,241,4,0,
419,1,10,249,4,0,
420,1,10,263,4,0,
421,1,10,267,2,0,
422,1,10,275,2,0,
423,1,10,282,3,0,
424,1,10,290,4,0,
425,1,10,320,2,0,
426,1,10,331,4,0,
427,1,10,345,2,0,
428,1,10,363,4,0,
429,1,10,388,1,31,
430,1,10,388,3,0,
431,1,10,402,1,37,
432,1,10,402,3,0,
433,1,10,412,4,0,
434,1,10,437,2,0,
435,1,10,438,2,0,
436,1,10,445,4,0,
437,1,10,447,4,0,
438,1,11,14,4,0,
439,1,11,15,4,0,
440,1,11,22,1,9,
441,1,11,33,1,1,
442,1,11,36,1,15,
443,1,11,38,1,27,
444,1,11,45,1,3,
445,1,11,70,4,0,
446,1,11,73,1,7,
447,1,11,74,1,25,
448,1,11,75,1,19,
449,1,11,76,4,0,
450,1,11,77,1,13,1
451,1,11,79,1,13,2
452,1,11,80,2,0,
453,1,11,92,4,0,
454,1,11,104,4,0,
455,1,11,113,4,0,
456,1,11,124,2,0,
457,1,11,130,2,0,
458,1,11,133,2,0,
459,1,11,148,4,0,
460,1,11,156,4,0,
461,1,11,164,4,0,
462,1,11,174,2,0,
463,1,11,182,4,0,
464,1,11,188,4,0,
465,1,11,202,2,0,
466,1,11,203,2,0,
467,1,11,204,2,0,
468,1,11,207,4,0,
469,1,11,213,4,0,
470,1,11,216,4,0,
471,1,11,218,4,0,
472,1,11,219,4,0,
473,1,11,230,1,21,
474,1,11,235,1,33,
475,1,11,237,4,0,
476,1,11,241,4,0,
477,1,11,249,4,0,
478,1,11,263,4,0,
479,1,11,267,2,0,
480,1,11,275,2,0,
481,1,11,320,2,0,
482,1,11,345,2,0,
483,1,11,388,1,31,
484,1,11,402,1,37,
485,1,11,412,4,0,
486,1,11,437,2,0,
487,1,11,438,2,0,
488,1,11,447,4,0,
489,1,11,474,4,0,
490,1,11,496,4,0,
491,1,11,497,4,0,
492,1,11,520,3,0,
493,1,12,15,4,0,
494,1,12,22,1,10,
495,1,12,33,1,1,
496,1,12,45,1,4,
497,1,12,70,4,0,
498,1,12,73,1,7,
499,1,12,74,1,32,
500,1,12,75,1,20,
501,1,12,76,1,46,
502,1,12,76,4,0,
503,1,12,77,1,15,1
504,1,12,79,1,15,2
505,1,12,92,4,0,
506,1,12,104,4,0,
507,1,12,148,4,0,
508,1,12,156,4,0,
509,1,12,182,4,0,
510,1,12,188,4,0,
511,1,12,202,4,0,
512,1,12,213,4,0,
513,1,12,216,4,0,
514,1,12,218,4,0,
515,1,12,230,1,25,
516,1,12,235,1,39,
517,1,12,237,4,0,
518,1,12,241,4,0,
519,1,12,249,4,0,
520,1,12,263,4,0,
521,1,12,290,4,0,
522,1,12,331,4,0,
523,1,13,15,4,0,
524,1,13,22,1,10,
525,1,13,33,1,1,
526,1,13,34,3,0,
527,1,13,38,3,0,
528,1,13,45,1,4,
529,1,13,70,4,0,
530,1,13,73,1,7,
531,1,13,74,1,32,
532,1,13,75,1,20,
533,1,13,76,1,46,
534,1,13,76,4,0,
535,1,13,77,1,15,1
536,1,13,79,1,15,2
537,1,13,92,4,0,
538,1,13,102,3,0,
539,1,13,104,4,0,
540,1,13,148,4,0,
541,1,13,156,4,0,
542,1,13,164,3,0,
543,1,13,182,4,0,
544,1,13,188,4,0,
545,1,13,202,4,0,
546,1,13,207,3,0,
547,1,13,213,4,0,
548,1,13,216,4,0,
549,1,13,218,4,0,
550,1,13,230,1,25,
551,1,13,235,1,39,
552,1,13,237,4,0,
553,1,13,241,4,0,
554,1,13,249,4,0,
555,1,13,263,4,0,
556,1,13,290,4,0,
557,1,13,331,4,0,
558,1,14,14,4,0,
559,1,14,15,4,0,
560,1,14,20,3,0,
561,1,14,22,1,9,
562,1,14,33,1,1,
563,1,14,36,1,15,
564,1,14,38,1,27,
565,1,14,45,1,3,
566,1,14,70,4,0,
567,1,14,73,1,7,
568,1,14,74,1,25,
569,1,14,75,1,19,
570,1,14,76,4,0,
571,1,14,77,1,13,1
572,1,14,79,1,13,2
573,1,14,80,2,0,
574,1,14,92,4,0,
575,1,14,104,4,0,
576,1,14,113,4,0,
577,1,14,124,2,0,
578,1,14,130,2,0,
579,1,14,133,2,0,
580,1,14,148,4,0,
581,1,14,156,4,0,
582,1,14,164,4,0,
583,1,14,173,3,0,
584,1,14,174,2,0,
585,1,14,182,4,0,
586,1,14,188,4,0,
587,1,14,202,2,0,
588,1,14,202,3,0,
589,1,14,203,2,0,
590,1,14,204,2,0,
591,1,14,207,4,0,
592,1,14,213,4,0,
593,1,14,214,3,0,
594,1,14,216,4,0,
595,1,14,218,4,0,
596,1,14,219,4,0,
597,1,14,230,1,21,
598,1,14,235,1,33,
599,1,14,235,3,0,
600,1,14,237,4,0,
601,1,14,241,4,0,
602,1,14,249,4,0,
603,1,14,263,4,0,
604,1,14,267,2,0,
605,1,14,275,2,0,
606,1,14,282,3,0,
607,1,14,320,2,0,
608,1,14,345,2,0,
609,1,14,388,1,31,
610,1,14,388,3,0,
611,1,14,402,1,37,
612,1,14,402,3,0,
613,1,14,412,4,0,
614,1,14,437,2,0,
615,1,14,438,2,0,
616,1,14,447,4,0,
617,1,14,474,4,0,
618,1,14,496,4,0,
619,1,14,497,4,0,
620,1,14,520,3,0,
621,1,15,14,4,0,
622,1,15,15,4,0,
623,1,15,22,1,9,
624,1,15,33,1,1,
625,1,15,36,1,15,
626,1,15,38,1,27,
627,1,15,45,1,3,
628,1,15,70,4,0,
629,1,15,73,1,7,
630,1,15,74,1,25,
631,1,15,75,1,19,
632,1,15,76,4,0,
633,1,15,77,1,13,1
634,1,15,79,1,13,2
635,1,15,80,2,0,
636,1,15,92,4,0,
637,1,15,104,4,0,
638,1,15,113,4,0,
639,1,15,124,2,0,
640,1,15,130,2,0,
641,1,15,133,2,0,
642,1,15,148,4,0,
643,1,15,156,4,0,
644,1,15,164,4,0,
645,1,15,174,2,0,
646,1,15,182,4,0,
647,1,15,188,4,0,
648,1,15,202,2,0,
649,1,15,203,2,0,
650,1,15,204,2,0,
651,1,15,207,4,0,
652,1,15,213,4,0,
653,1,15,214,4,0,
654,1,15,216,4,0,
655,1,15,218,4,0,
656,1,15,219,4,0,
657,1,15,230,1,21,
658,1,15,235,1,33,
659,1,15,237,4,0,
660,1,15,241,4,0,
661,1,15,249,4,0,
662,1,15,263,4,0,
663,1,15,267,2,0,
664,1,15,267,4,0,
665,1,15,275,2,0,
666,1,15,320,2,0,
667,1,15,345,2,0,
668,1,15,388,1,31,
669,1,15,402,1,37,
670,1,15,412,4,0,
671,1,15,437,2,0,
672,1,15,438,2,0,
673,1,15,447,4,0,
674,1,15,474,4,0,
675,1,15,496,4,0,
676,1,15,497,4,0,
677,1,15,520,3,0,
678,1,15,580,2,0,
679,1,15,590,4,0,
680,1,16,14,4,0,
681,1,16,15,4,0,
682,1,16,20,3,0,
683,1,16,22,1,9,1
684,1,16,33,1,1,1
685,1,16,36,1,15,1
686,1,16,38,1,27,1
687,1,16,45,1,3,1
688,1,16,70,4,0,
689,1,16,73,1,7,1
690,1,16,74,1,25,1
691,1,16,75,1,19,1
692,1,16,76,4,0,
693,1,16,77,1,13,1
694,1,16,79,1,13,2
695,1,16,80,2,0,
696,1,16,92,4,0,
697,1,16,104,4,0,
698,1,16,113,4,0,
699,1,16,124,2,0,
700,1,16,130,2,0,
701,1,16,133,2,0,
702,1,16,148,4,0,
703,1,16,156,4,0,
704,1,16,164,4,0,
705,1,16,173,3,0,
706,1,16,174,2,0,
707,1,16,182,4,0,
708,1,16,188,4,0,
709,1,16,202,2,0,
710,1,16,202,3,0,
711,1,16,203,2,0,
712,1,16,204,2,0,
713,1,16,207,4,0,
714,1,16,213,4,0,
715,1,16,214,4,0,
716,1,16,216,4,0,
717,1,16,218,4,0,
718,1,16,219,4,0,
719,1,16,230,1,21,1
720,1,16,235,1,33,1
721,1,16,235,3,0,
722,1,16,237,4,0,
723,1,16,241,4,0,
724,1,16,249,4,0,
725,1,16,263,4,0,
726,1,16,267,2,0,
727,1,16,267,4,0,
728,1,16,275,2,0,
729,1,16,282,3,0,
730,1,16,290,4,0,
731,1,16,320,2,0,
732,1,16,345,2,0,
733,1,16,388,1,31,1
734,1,16,388,3,0,
735,1,16,402,1,37,1
736,1,16,402,3,0,
737,1,16,412,4,0,
738,1,16,437,2,0,
739,1,16,438,2,0,
740,1,16,447,4,0,
741,1,16,474,4,0,
742,1,16,496,4,0,
743,1,16,497,4,0,
744,1,16,520,3,0,
745,1,16,580,2,0,
746,1,16,590,4,0,
747,2,1,14,4,0,
748,2,1,15,4,0,
749,2,1,22,1,13,
750,2,1,33,1,1,1
751,2,1,34,4,0,
752,2,1,36,4,0,
753,2,1,38,4,0,
754,2,1,45,1,1,2
755,2,1,72,4,0,
756,2,1,73,1,1,3
757,2,1,73,1,7,
758,2,1,74,1,38,
759,2,1,75,1,30,
760,2,1,76,1,54,
761,2,1,76,4,0,
762,2,1,77,1,22,
763,2,1,79,1,46,
764,2,1,92,4,0,
765,2,1,99,4,0,
766,2,1,102,4,0,
767,2,1,104,4,0,
768,2,1,115,4,0,
769,2,1,117,4,0,
770,2,1,156,4,0,
771,2,1,164,4,0,
772,2,2,14,4,0,
773,2,2,15,4,0,
774,2,2,22,1,13,
775,2,2,33,1,1,1
776,2,2,34,4,0,
777,2,2,36,4,0,
778,2,2,38,4,0,
779,2,2,45,1,1,2
780,2,2,72,4,0,
781,2,2,73,1,1,3
782,2,2,73,1,7,
783,2,2,74,1,38,
784,2,2,75,1,30,
785,2,2,76,1,54,
786,2,2,76,4,0,
787,2,2,77,1,22,
788,2,2,79,1,46,
789,2,2,92,4,0,
790,2,2,99,4,0,
791,2,2,102,4,0,
792,2,2,104,4,0,
793,2,2,115,4,0,
794,2,2,117,4,0,
795,2,2,156,4,0,
796,2,2,164,4,0,
797,2,3,15,4,0,
798,2,3,22,1,10,
799,2,3,29,4,0,
800,2,3,33,1,1,1
801,2,3,45,1,1,2
802,2,3,45,1,4,
803,2,3,73,1,1,3
804,2,3,73,1,7,
805,2,3,74,1,38,
806,2,3,75,1,22,
807,2,3,76,1,56,
808,2,3,76,4,0,
809,2,3,77,1,15,
810,2,3,79,1,15,4
811,2,3,92,4,0,
812,2,3,104,4,0,
813,2,3,111,4,0,
814,2,3,148,4,0,
815,2,3,156,4,0,
816,2,3,173,4,0,
817,2,3,174,4,0,
818,2,3,182,4,0,
819,2,3,189,4,0,
820,2,3,202,4,0,
821,2,3,203,4,0,
822,2,3,207,4,0,
823,2,3,210,4,0,
824,2,3,213,4,0,
825,2,3,214,4,0,
826,2,3,216,4,0,
827,2,3,218,4,0,
828,2,3,230,1,29,
829,2,3,230,4,0,
830,2,3,235,1,47,
831,2,3,237,4,0,
832,2,3,241,4,0,
833,2,4,15,4,0,
834,2,4,22,1,10,
835,2,4,29,4,0,
836,2,4,33,1,1,1
837,2,4,45,1,1,2
838,2,4,45,1,4,
839,2,4,73,1,1,3
840,2,4,73,1,7,
841,2,4,74,1,38,
842,2,4,75,1,22,
843,2,4,76,1,56,
844,2,4,76,4,0,
845,2,4,77,1,15,
846,2,4,79,1,15,4
847,2,4,92,4,0,
848,2,4,104,4,0,
849,2,4,111,4,0,
850,2,4,148,4,0,
851,2,4,156,4,0,
852,2,4,173,4,0,
853,2,4,174,4,0,
854,2,4,182,4,0,
855,2,4,189,4,0,
856,2,4,202,4,0,
857,2,4,203,4,0,
858,2,4,207,4,0,
859,2,4,210,4,0,
860,2,4,213,4,0,
861,2,4,214,4,0,
862,2,4,216,4,0,
863,2,4,218,4,0,
864,2,4,230,1,29,
865,2,4,230,4,0,
866,2,4,235,1,47,
867,2,4,237,4,0,
868,2,4,241,4,0,
869,2,5,15,4,0,
870,2,5,22,1,10,
871,2,5,33,1,1,1
872,2,5,45,1,1,2
873,2,5,45,1,4,
874,2,5,70,4,0,
875,2,5,73,1,1,3
876,2,5,73,1,7,
877,2,5,74,1,38,
878,2,5,75,1,22,
879,2,5,76,1,56,
880,2,5,76,4,0,
881,2,5,77,1,15,
882,2,5,79,1,15,4
883,2,5,92,4,0,
884,2,5,104,4,0,
885,2,5,148,4,0,
886,2,5,156,4,0,
887,2,5,182,4,0,
888,2,5,188,4,0,
889,2,5,202,4,0,
890,2,5,213,4,0,
891,2,5,216,4,0,
892,2,5,218,4,0,
893,2,5,230,1,29,
894,2,5,235,1,47,
895,2,5,237,4,0,
896,2,5,241,4,0,
897,2,5,249,4,0,
898,2,5,263,4,0,
899,2,5,290,4,0,
900,2,5,331,4,0,
901,2,6,14,3,0,
902,2,6,15,4,0,
903,2,6,22,1,10,
904,2,6,33,1,1,1
905,2,6,34,3,0,
906,2,6,38,3,0,
907,2,6,45,1,1,2
908,2,6,45,1,4,
909,2,6,70,4,0,
910,2,6,73,1,1,3
911,2,6,73,1,7,
912,2,6,74,1,38,
913,2,6,75,1,22,
914,2,6,76,1,56,
915,2,6,76,4,0,
916,2,6,77,1,15,
917,2,6,79,1,15,4
918,2,6,92,4,0,
919,2,6,102,3,0,
920,2,6,104,4,0,
921,2,6,111,3,0,
922,2,6,148,4,0,
923,2,6,156,4,0,
924,2,6,164,3,0,
925,2,6,173,3,0,
926,2,6,182,4,0,
927,2,6,188,4,0,
928,2,6,189,3,0,
929,2,6,202,4,0,
930,2,6,203,3,0,
931,2,6,207,3,0,
932,2,6,210,3,0,
933,2,6,213,4,0,
934,2,6,214,3,0,
935,2,6,216,4,0,
936,2,6,218,4,0,
937,2,6,230,1,29,
938,2,6,235,1,47,
939,2,6,237,4,0,
940,2,6,241,4,0,
941,2,6,249,4,0,
942,2,6,263,4,0,
943,2,6,290,4,0,
944,2,6,331,4,0,
945,2,7,14,3,0,
946,2,7,15,4,0,
947,2,7,22,1,10,
948,2,7,33,1,1,1
949,2,7,34,3,0,
950,2,7,38,3,0,
951,2,7,45,1,1,2
952,2,7,45,1,4,
953,2,7,70,4,0,
954,2,7,73,1,1,3
955,2,7,73,1,7,
956,2,7,74,1,38,
957,2,7,75,1,22,
958,2,7,76,1,56,
959,2,7,76,4,0,
960,2,7,77,1,15,
961,2,7,79,1,15,4
962,2,7,92,4,0,
963,2,7,102,3,0,
964,2,7,104,4,0,
965,2,7,148,4,0,
966,2,7,156,4,0,
967,2,7,164,3,0,
968,2,7,182,4,0,
969,2,7,188,4,0,
970,2,7,202,4,0,
971,2,7,213,4,0,
972,2,7,216,4,0,
973,2,7,218,4,0,
974,2,7,230,1,29,
975,2,7,235,1,47,
976,2,7,237,4,0,
977,2,7,241,4,0,
978,2,7,249,4,0,
979,2,7,263,4,0,
980,2,7,290,4,0,
981,2,7,331,4,0,
982,2,8,14,4,0,
983,2,8,15,4,0,
984,2,8,22,1,9,
985,2,8,33,1,1,1
986,2,8,36,1,15,
987,2,8,38,1,31,
988,2,8,45,1,1,2
989,2,8,45,1,3,
990,2,8,70,4,0,
991,2,8,73,1,1,3
992,2,8,73,1,7,
993,2,8,74,1,28,
994,2,8,75,1,20,
995,2,8,76,1,44,
996,2,8,76,4,0,
997,2,8,77,1,13,1
998,2,8,79,1,13,2
999,2,8,92,4,0,
1000,2,8,104,4,0,
1001,2,8,148,4,0,
1002,2,8,156,4,0,
1003,2,8,164,4,0,
1004,2,8,182,4,0,
1005,2,8,188,4,0,
1006,2,8,202,4,0,
1007,2,8,203,4,0,
1008,2,8,207,4,0,
1009,2,8,213,4,0,
1010,2,8,214,4,0,
1011,2,8,216,4,0,
1012,2,8,218,4,0,
1013,2,8,230,1,23,
1014,2,8,235,1,39,
1015,2,8,237,4,0,
1016,2,8,241,4,0,
1017,2,8,249,4,0,
1018,2,8,263,4,0,
1019,2,8,290,4,0,
1020,2,8,331,4,0,
1021,2,8,363,4,0,
1022,2,8,388,1,36,
1023,2,8,412,4,0,
1024,2,8,445,4,0,
1025,2,8,447,4,0,
1026,2,9,14,4,0,
1027,2,9,15,4,0,
1028,2,9,22,1,9,
1029,2,9,33,1,1,1
1030,2,9,36,1,15,
1031,2,9,38,1,31,
1032,2,9,45,1,1,2
1033,2,9,45,1,3,
1034,2,9,70,4,0,
1035,2,9,73,1,1,3
1036,2,9,73,1,7,
1037,2,9,74,1,28,
1038,2,9,75,1,20,
1039,2,9,76,1,44,
1040,2,9,76,4,0,
1041,2,9,77,1,13,1
1042,2,9,79,1,13,2
1043,2,9,92,4,0,
1044,2,9,104,4,0,
1045,2,9,148,4,0,
1046,2,9,156,4,0,
1047,2,9,164,4,0,
1048,2,9,173,3,0,
1049,2,9,182,4,0,
1050,2,9,188,4,0,
1051,2,9,189,3,0,
1052,2,9,202,4,0,
1053,2,9,203,4,0,
1054,2,9,207,4,0,
1055,2,9,210,3,0,
1056,2,9,213,4,0,
1057,2,9,214,4,0,
1058,2,9,216,4,0,
1059,2,9,218,4,0,
1060,2,9,230,1,23,
